연번,계약번호,구분,계약명,계약일자,계약시작일,계약종료일,계약금액,거래처,계약방법,수의계약사유,구매요구부서,출처파일,시트명
171,L20210741,용역,KSLV-II 동체 복합재료 물성시편 시험(8차),2021-04-12,2021-04-12,2021-12-24,39545000.0,(주)알에스피,수의계약,26조1항2호차목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
172,L20210743,제작,환경제어 및 생명유지장치(ECLSS) 통합제어부 제작,2021-04-12,2021-04-12,2021-07-30,32000000.0,(주)와이투아이,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
173,L20210758,물품구매,천리안위성 2A호 안테나 장비 및 부품 구매,2021-04-12,2021-04-12,2021-12-31,172000000.0,(주)컨텍,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
174,L20210754,용역,2021년도 한국형발사체 구조 시험체 보관 및 보존 용역,2021-04-13,2021-04-13,2022-04-12,41360000.0,더블유에스엔지니어링 주식회사,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
175,L20210747,용역,한국형발사체 국산화 고압탱크 극저온 성능시험 용역,2021-04-14,2021-04-14,2022-06-30,133000000.0,한양이엔지(주),수의계약,26조1항2호차목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
176,L20210753,용역,Radiometric Cal을 위한 대기보정 전처리 기술 개발,2021-04-14,2021-04-14,2021-12-18,70960000.0,공주대학교산학협력단,제한경쟁,,,경영공시9_구매계약현황(2021년).xlsx,결과
177,L20210755,물품구매,한국형발사체 발사대시스템 산화제공급계 공압밸브 예비품 구매,2021-04-14,2021-04-14,2021-07-12,57600000.0,(주)동헌기업,수의계약,26조1항2호자목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
178,L20210768,용역,인공지능기반 SAR영상 색상 표출 연구 개발,2021-04-14,2021-04-14,2021-12-13,96000000.0,한국과학기술원,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
179,L20210789,용역,2021년 다중위성 촬영계획시스템 유지보수,2021-04-14,2021-04-14,2021-12-24,196000000.0,(주)쎄트렉아이,수의계약,26조1항2호바목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
180,L20210800,제작,전기추진 수직이착륙 축소기 2호기 제작,2021-04-14,2021-04-14,2021-09-10,181900000.0,성우엔지니어링,수의계약,26조1항2호사목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
181,L20210775,물품구매,고압 공기 압축기(범한산업) 부품 구매 및 교체,2021-04-15,2021-04-15,2021-05-14,21437000.0,범한산업(주),수의계약,26조1항2호사목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
182,L20210790,용역,초소형 인공위성의 임무 후 폐기처리를 위한 추진시스템 개발 기술용역,2021-04-15,2021-04-15,2021-11-30,43500000.0,우주로,수의계약,26조1항2호차목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
183,L20210797,용역,하이브리드 추진시스템용 구성품(전력변환기기) 모델링 및 최적화,2021-04-15,2021-04-15,2021-09-30,44211400.0,주식회사 씨에스아이비젼,제한경쟁,,,경영공시9_구매계약현황(2021년).xlsx,결과
184,L20210801,물품구매,영상자료 품질 스토리지 구매,2021-04-15,2021-04-15,2021-05-14,55580000.0,하이텍,제한경쟁,,,경영공시9_구매계약현황(2021년).xlsx,결과
185,L20210769,제작,고온환경시험용 연소기 라이너 제작,2021-04-16,2021-04-16,2021-07-14,21670000.0,(주)연성,수의계약,26조1항5호가목,,경영공시9_구매계약현황(2021년).xlsx,결과
186,L20210813,물품구매,다중위성 자료 저장 및 관리용 대용량 매체 구매,2021-04-16,2021-04-16,2021-05-17,22800000.0,하이텍,제한경쟁,,,경영공시9_구매계약현황(2021년).xlsx,결과
187,L20210818,용역,협의체 플랫폼 정보보안 및 네트워크 장비 유지보수,2021-04-16,2021-04-16,2021-12-10,47400000.0,(주)새암정보기술,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
188,L20210644,용역,추진기관시스템 시험설비 점검/운영을 위한 차량 장기임대,2021-04-18,2021-04-18,2024-04-18,24334200.0,에스케이렌터카 주식회사,제3자단가,,,경영공시9_구매계약현황(2021년).xlsx,결과
189,L20210802,제작,한국형발사체 발사대 지상기계설비 브라켓 및 보호 커버류 제작,2021-04-19,2021-04-19,2021-06-18,27250300.0,건창산기(주),수의계약,26조1항2호차목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
190,L20210809,물품구매,전산유체해석을 위한 상용 CFD S/W 라이선스 갱신,2021-04-19,2021-04-19,2021-05-09,33495000.0,주식회사 플로윈테크,제한경쟁,,,경영공시9_구매계약현황(2021년).xlsx,결과
191,L20210811,물품구매,한국형발사체 위성결합하중해석을 위한 축약모델생성 및 검증 기술용역(MATLAB CODE 작성포함),2021-04-19,2021-04-19,2021-12-24,47300000.0,주식회사 브이엠브이테크,수의계약,26조1항2호사목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
192,L20210812,용역,고해상도 다중분광 영상자료의 지형효과 보정 알고리즘 개발,2021-04-19,2021-04-19,2021-12-18,58200000.0,충북대학교 산학협력단,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
193,L20210823,물품구매,노후 인터넷망 웹디스크 스토리지 교체,2021-04-19,2021-04-19,2021-05-28,36281990.0,(주)혼정보통신,제한경쟁,,,경영공시9_구매계약현황(2021년).xlsx,결과
194,L20210824,물품구매,우주용 소형 히트파이프 설계 제작 및 시험,2021-04-19,2021-04-19,2021-11-30,53700000.0,두원중공업(주),수의계약,26조1항2호사목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
195,L20210828,용역,천리안 2A호 기하보정 소프트웨어(INR) 유지보수,2021-04-19,2021-04-19,2022-02-28,111800000.0,(주)인코인,수의계약,26조1항2호바목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
196,L20210830,제작,"한국형발사체 1, 2, 3단 유공압 엄빌리칼 FM3 제작",2021-04-19,2021-04-19,2021-12-24,775000000.0,한양이엔지(주),수의계약,26조1항2호사목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
197,L20210837,물품구매,BIX5 대시보드 솔루션,2021-04-19,2021-04-19,2021-05-19,22000000.0,대전조달청,제3자단가,,,경영공시9_구매계약현황(2021년).xlsx,결과
198,L20210799,제작,"한국형발사체 체결류 단열재 FM1, FM2",2021-04-20,2021-04-20,2021-12-31,66000000.0,(주)한국화이바,수의계약,26조1항2호사목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
199,L20210831,제작,TR60 항전보드 제작,2021-04-20,2021-04-20,2021-06-30,24100000.0,우현테크,수의계약,26조1항2호바목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
200,L20210832,제작,달 착륙선 영상항법 시험용 카메라 이송장치 제작,2021-04-20,2021-04-20,2021-07-23,24400000.0,제이엔티(주),수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
201,L20210791,용역,응급품 배송 무인항공기 제작 및 운용,2021-04-21,2021-04-15,2021-11-23,46200000.0,주식회사 나르마,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
202,L20210829,용역,신규 저궤도 위성 운영을 위한 지구국 국제등록 기술용역,2021-04-21,2021-04-19,2022-09-30,61360000.0,주식회사 웨이브온,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
203,L20210866,물품구매,야외고정용 광합성 형광 및 스펙트로미터 구매 및 설치,2021-04-21,2021-04-21,2021-10-29,92350000.0,(주)아이렘기술개발,수의계약,26조1항2호자목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
204,L20210853,용역,2021년 항공우주 연구개발성과 블로그 콘텐츠 제작 업체 선정,2021-04-22,2021-04-22,2021-12-31,25723640.0,뭉클탐구소,제한경쟁,,,경영공시9_구매계약현황(2021년).xlsx,결과
205,L20210864,용역,위성용 광역고해상 SAR센서 시뮬레이터 개발,2021-04-22,2021-04-22,2021-12-10,546000000.0,엘아이지넥스원(주),수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
206,L20210874,용역,천리안위성 2A호 영상배포 소프트웨어 기술용역,2021-04-22,2021-04-22,2022-02-28,70400000.0,(주)지솔루션,수의계약,26조1항2호사목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
207,L20210856,용역,달탐사사업관련 DSN RF 적합성 시험 운송비용(항우연(출고)/JPL(도착)),2021-04-23,2021-04-23,2021-05-31,21950000.0,태한글로벌로지스틱스(주),수의계약,26조1항5호가목,,경영공시9_구매계약현황(2021년).xlsx,결과
208,L20210867,용역,다중위성 임무운영시스템 운영 최적화 연구,2021-04-23,2021-04-23,2021-11-30,50000000.0,서울대학교 산학협력단,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
209,L20210868,용역,2021년도 추적레이다 레이돔 개폐장치 유지보수 용역,2021-04-23,2021-04-23,2021-12-24,32300000.0,미르텍코리아,수의계약,26조1항2호바목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
210,L20210872,제작,EO/IR 개발 및 전방주시카메라 구매,2021-04-23,2021-04-23,2022-04-30,96000000.0,새론에스엔아이(주),수의계약,26조1항2호자목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
211,L20210890,물품구매,나로우주센터 IP망 관리통제시스템 구매,2021-04-23,2021-04-23,2021-06-20,80510000.0,대전조달청,제3자단가,,,경영공시9_구매계약현황(2021년).xlsx,결과
212,L20210891,물품구매,나로우주센터 인터넷용랜망 침입방지시스템 교체,2021-04-23,2021-04-23,2021-06-20,34100000.0,대전조달청,제3자단가,,,경영공시9_구매계약현황(2021년).xlsx,결과
213,L20210865,용역,2021년도 연구원 직원 단체상해보험,2021-04-24,2021-04-24,2022-04-24,86878370.0,주식회사 케이비손해보험,일반경쟁,,,경영공시9_구매계약현황(2021년).xlsx,결과
214,L20210875,용역,한국항공우주연구원 대표 홈페이지 유지관리 및 연구개발 콘텐츠 추가 용역,2021-04-26,2021-04-26,2021-12-31,28595000.0,주식회사 푸투라소프트,제한경쟁,,,경영공시9_구매계약현황(2021년).xlsx,결과
215,L20210880,용역,천리안 2A호 실시간 운영시스템(ITOS) SW 유지보수,2021-04-26,2021-04-26,2022-02-28,62300000.0,(주)솔탑,수의계약,26조1항2호바목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
216,L20210882,용역,안테나시스템 수신채널용 3채널 S대역 IMUX(Input multiplexer) 개발,2021-04-26,2021-04-26,2021-10-31,55000000.0,고려대학교산학협력단,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
217,L20210883,용역,우주종합시험센터 전자파환경시험용 안테나 및 센서류 검교정,2021-04-26,2021-04-26,2021-11-30,43011200.0,한국산업기술시험원,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
218,L20210885,물품구매,위성시험동 무정전전원공급장치(UPS) 구매,2021-04-26,2021-04-26,2021-09-30,133600000.0,대전조달청,제3자단가,,,경영공시9_구매계약현황(2021년).xlsx,결과
219,L20210886,물품구매,나로우주센터 인터넷 유해트래픽탐지시스템 교체,2021-04-26,2021-04-26,2021-06-21,66000000.0,대전조달청,제3자단가,,,경영공시9_구매계약현황(2021년).xlsx,결과
220,L20210903,용역,고공환경시험설비 감시시스템 유지보수 및 교체,2021-04-27,2021-04-27,2021-06-11,96899990.0,주식회사 아이비에스코리아,제한경쟁,,,경영공시9_구매계약현황(2021년).xlsx,결과
221,L20210904,용역,머신러닝을 이용한 우주물체 궤도데이터 처리 기법 연구,2021-04-27,2021-04-27,2021-09-30,41000000.0,성균관대학교산학협력단,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
222,L20210900,용역,EAV-3 비행시험지원 용역,2021-04-28,2021-04-28,2021-11-30,20000000.0,성우엔지니어링,수의계약,26조1항2호사목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
223,L20210901,용역,수출 네트워크 구축 온라인 영어자막 콘텐츠 제작,2021-04-28,2021-04-28,2021-05-31,33531300.0,주식회사 페이도커뮤니케이션즈,제한경쟁,,,경영공시9_구매계약현황(2021년).xlsx,결과
224,L20210905,용역,위성 전기인터페이스 핀맵 검증 및 다이어그램 생성 프로그램 개발,2021-04-28,2021-04-28,2021-07-26,36990000.0,(주)제이아이티솔루션,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
225,L20210906,물품구매,원격자료수신장비용 RF신호분석기 구매,2021-04-28,2021-04-28,2021-07-26,339156400.0,키사이트테크놀로지스코리아 (주),수의계약,26조1항2호자목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
226,L20210907,용역,육공분리 합체형 무인기 구조 설계 및 해석,2021-04-28,2021-04-28,2021-12-31,95000000.0,(주)에이엠시스템,제한경쟁,,,경영공시9_구매계약현황(2021년).xlsx,결과
227,L20210909,용역,2단계 UTM  시스템 연동을 위한 UTTS 수정 구현 및 UTM API  적용 GCS 연동,2021-04-29,2021-04-29,2021-10-25,47960000.0,(주)이지테크,수의계약,26조1항2호사목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
228,L20210912,용역,중적외 절대복사검보정을 위한 현장자료 수집,2021-04-29,2021-04-29,2021-12-18,49600000.0,주식회사에스아이아이에스,제한경쟁,,,경영공시9_구매계약현황(2021년).xlsx,결과
229,L20210915,제작,KC-100 30% 축소기 제작,2021-04-29,2021-04-29,2022-04-30,184000000.0,성우엔지니어링,수의계약,26조1항2호차목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
230,L20210923,용역,조류충돌 시험치구 제작 및 조류충돌 시험 용역,2021-04-29,2021-04-29,2021-11-30,145236000.0,케이티아이엔씨주식회사,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
231,L20210920,물품구매,이동형 보어사이트 장비 구매,2021-04-30,2021-04-30,2021-06-30,55248700.0,제이디건설기계(주),제한경쟁,,,경영공시9_구매계약현황(2021년).xlsx,결과
232,L20210924,물품구매,위성영상 처리 및 분석 소프트웨어(Catalyst Professional) 구매,2021-05-03,2021-05-03,2021-06-01,35832500.0,(주)인디웨어,수의계약,26조1항2호자목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
233,L20210936,제작,한국형발사체 유연단열재 FM1-1 제작,2021-05-03,2021-05-03,2021-06-30,185100000.0,(주)한국화이바,수의계약,26조1항2호사목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
234,L20210941,용역,2021년 다중위성 주문분석 및 자료처리시스템 유지보수,2021-05-03,2021-05-03,2021-12-24,110000000.0,(주)쎄트렉아이,수의계약,26조1항2호바목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
235,L20210942,용역,항공시험장비 점검 및 DAQ 모듈 업그레이드,2021-05-03,2021-05-03,2021-11-30,40300000.0,엠티에스코리아(주),수의계약,26조1항2호자목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
236,L20210944,용역,궤도환경시험용 데이터획득시스템 소프트웨어 고도화,2021-05-03,2021-05-03,2021-11-30,91700000.0,(주)다솜시스템,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
237,L20210945,제작,차세대 중형위성 2호 운영을 위한 S-Band 주파수 변환기 시제품 제작,2021-05-03,2021-05-03,2021-11-30,78000000.0,(주)지티씨,수의계약,27조1항2호     ,,경영공시9_구매계약현황(2021년).xlsx,결과
238,L20210947,물품구매,추진시험2동 연소기시험실 냉난방기 구매,2021-05-03,2021-05-03,2021-06-27,29775100.0,대전조달청,제3자단가,,,경영공시9_구매계약현황(2021년).xlsx,결과
239,L20210955,용역,천리안 2A호 임무관제 및 전처리 SW 유지보수,2021-05-03,2021-05-03,2022-02-28,524000000.0,(주)쎄트렉아이,수의계약,26조1항2호바목 ,,경영공시9_구매계약현황(2021년).xlsx,결과
